,GeoFIPS,LineCode,Description,Unit,2016,2017,2018,2019
324, 02907,1.0,Personal income (thousands of dollars),Thousands of dollars,(NA),(NA),(NA),(NA)
325, 02907,2.0,Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA)
326, 02907,3.0,Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA)
327, 02908,1.0,Personal income (thousands of dollars),Thousands of dollars,(NA),(NA),(NA),(NA)
328, 02908,2.0,Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA)
329, 02908,3.0,Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA)
330, 02910,1.0,Personal income (thousands of dollars),Thousands of dollars,(NA),(NA),(NA),(NA)
331, 02910,2.0,Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA)
332, 02910,3.0,Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA)
333, 02912,1.0,Personal income (thousands of dollars),Thousands of dollars,(NA),(NA),(NA),(NA)
334, 02912,2.0,Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA)
335, 02912,3.0,Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA)
336, 02916,1.0,Personal income (thousands of dollars),Thousands of dollars,(NA),(NA),(NA),(NA)
337, 02916,2.0,Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA)
338, 02916,3.0,Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA)
339, 02919,1.0,Personal income (thousands of dollars),Thousands of dollars,(NA),(NA),(NA),(NA)
340, 02919,2.0,Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA)
341, 02919,3.0,Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA)
342, 02920,1.0,Personal income (thousands of dollars),Thousands of dollars,(NA),(NA),(NA),(NA)
343, 02920,2.0,Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA)
344, 02920,3.0,Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA)
345, 02921,1.0,Personal income (thousands of dollars),Thousands of dollars,(NA),(NA),(NA),(NA)
346, 02921,2.0,Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA)
347, 02921,3.0,Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA)
348, 02922,1.0,Personal income (thousands of dollars),Thousands of dollars,(NA),(NA),(NA),(NA)
349, 02922,2.0,Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA)
350, 02922,3.0,Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA)
351, 02923,1.0,Personal income (thousands of dollars),Thousands of dollars,(NA),(NA),(NA),(NA)
352, 02923,2.0,Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA)
353, 02923,3.0,Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA)
354, 02924,1.0,Personal income (thousands of dollars),Thousands of dollars,(NA),(NA),(NA),(NA)
355, 02924,2.0,Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA)
356, 02924,3.0,Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA)
357, 02925,1.0,Personal income (thousands of dollars),Thousands of dollars,(NA),(NA),(NA),(NA)
358, 02925,2.0,Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA)
359, 02925,3.0,Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA)
360, 02926,1.0,Personal income (thousands of dollars),Thousands of dollars,(NA),(NA),(NA),(NA)
361, 02926,2.0,Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA)
362, 02926,3.0,Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA)
363, 02928,1.0,Personal income (thousands of dollars),Thousands of dollars,(NA),(NA),(NA),(NA)
364, 02928,2.0,Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA)
365, 02928,3.0,Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA)
366, 02929,1.0,Personal income (thousands of dollars),Thousands of dollars,(NA),(NA),(NA),(NA)
367, 02929,2.0,Population (persons) 1/,Number of persons,(NA),(NA),(NA),(NA)
368, 02929,3.0,Per capita personal income (dollars) 2/,Dollars,(NA),(NA),(NA),(NA)
369, 04000,1.0,Personal income (thousands of dollars),Thousands of dollars,283199264,300007452,319226333,335243104
370, 04000,2.0,Population (persons) 1/,Number of persons,6941072,7044008,7158024,7278717
371, 04000,3.0,Per capita personal income (dollars) 2/,Dollars,40801,42590,44597,46058
372, 04001,1.0,Personal income (thousands of dollars),Thousands of dollars,2230338,2349669,2457889,2529614
373, 04001,2.0,Population (persons) 1/,Number of persons,71381,71545,71731,71887
374, 04001,3.0,Per capita personal income (dollars) 2/,Dollars,31246,32842,34265,35189
375, 04003,1.0,Personal income (thousands of dollars),Thousands of dollars,4712805,4877224,5045137,5259219
376, 04003,2.0,Population (persons) 1/,Number of persons,125686,124864,126411,125922
377, 04003,3.0,Per capita personal income (dollars) 2/,Dollars,37497,39060,39911,41766
378, 04005,1.0,Personal income (thousands of dollars),Thousands of dollars,6243199,6602169,6965148,7057376
379, 04005,2.0,Population (persons) 1/,Number of persons,140407,141001,142523,143476
380, 04005,3.0,Per capita personal income (dollars) 2/,Dollars,44465,46824,48870,49189
381, 04007,1.0,Personal income (thousands of dollars),Thousands of dollars,1944431,2077614,2148242,2226470
382, 04007,2.0,Population (persons) 1/,Number of persons,53356,53578,53801,54018
383, 04007,3.0,Per capita personal income (dollars) 2/,Dollars,36443,38777,39929,41217
384, 04009,1.0,Personal income (thousands of dollars),Thousands of dollars,1092457,1129769,1185241,1238695
385, 04009,2.0,Population (persons) 1/,Number of persons,37807,37481,37995,38837
386, 04009,3.0,Per capita personal income (dollars) 2/,Dollars,28896,30142,31195,31895
387, 04011,1.0,Personal income (thousands of dollars),Thousands of dollars,329300,347933,381153,401731
388, 04011,2.0,Population (persons) 1/,Number of persons,9643,9443,9448,9498
389, 04011,3.0,Per capita personal income (dollars) 2/,Dollars,34149,36846,40342,42296
390, 04012,1.0,Personal income (thousands of dollars),Thousands of dollars,644213,646651,678882,717797
391, 04012,2.0,Population (persons) 1/,Number of persons,20648,20706,21039,21108
392, 04012,3.0,Per capita personal income (dollars) 2/,Dollars,31200,31230,32268,34006
393, 04013,1.0,Personal income (thousands of dollars),Thousands of dollars,187238567,198035349,211812685,222943072
394, 04013,2.0,Population (persons) 1/,Number of persons,4256143,4327184,4402403,4485414
395, 04013,3.0,Per capita personal income (dollars) 2/,Dollars,43993,45765,48113,49704
396, 04015,1.0,Personal income (thousands of dollars),Thousands of dollars,6238434,6630663,6980623,7297603
397, 04015,2.0,Population (persons) 1/,Number of persons,205412,207017,209292,212181
398, 04015,3.0,Per capita personal income (dollars) 2/,Dollars,30370,32030,33354,34393
399, 04017,1.0,Personal income (thousands of dollars),Thousands of dollars,3212772,3379788,3541598,3690208
400, 04017,2.0,Population (persons) 1/,Number of persons,108467,109079,110242,110924
401, 04017,3.0,Per capita personal income (dollars) 2/,Dollars,29620,30985,32126,33268
402, 04019,1.0,Personal income (thousands of dollars),Thousands of dollars,40721611,43359677,45623879,47604994
403, 04019,2.0,Population (persons) 1/,Number of persons,1016707,1026391,1036554,1047279
404, 04019,3.0,Per capita personal income (dollars) 2/,Dollars,40052,42245,44015,45456
405, 04021,1.0,Personal income (thousands of dollars),Thousands of dollars,12008208,12907958,13864299,14893430
406, 04021,2.0,Population (persons) 1/,Number of persons,417193,431564,446806,462789
407, 04021,3.0,Per capita personal income (dollars) 2/,Dollars,28783,29910,31030,32182
408, 04023,1.0,Personal income (thousands of dollars),Thousands of dollars,1608442,1728347,1760875,1833258
409, 04023,2.0,Population (persons) 1/,Number of persons,46400,46566,46395,46498
410, 04023,3.0,Per capita personal income (dollars) 2/,Dollars,34665,37116,37954,39427
411, 04025,1.0,Personal income (thousands of dollars),Thousands of dollars,8233333,8817942,9371726,9731391
412, 04025,2.0,Population (persons) 1/,Number of persons,224575,228082,231772,235099
413, 04025,3.0,Per capita personal income (dollars) 2/,Dollars,36662,38661,40435,41393
414, 04027,1.0,Personal income (thousands of dollars),Thousands of dollars,6741154,7116699,7408956,7818246
415, 04027,2.0,Population (persons) 1/,Number of persons,207247,209507,211612,213787
416, 04027,3.0,Per capita personal income (dollars) 2/,Dollars,32527,33969,35012,36570
417, 05000,1.0,Personal income (thousands of dollars),Thousands of dollars,120748208,125025706,130397525,134682679
418, 05000,2.0,Population (persons) 1/,Number of persons,2989918,3001345,3009733,3017804
419, 05000,3.0,Per capita personal income (dollars) 2/,Dollars,40385,41657,43325,44629
420, 05001,1.0,Personal income (thousands of dollars),Thousands of dollars,800145,791485,806018,837563
421, 05001,2.0,Population (persons) 1/,Number of persons,18154,17872,17726,17486
422, 05001,3.0,Per capita personal income (dollars) 2/,Dollars,44075,44286,45471,47899
423, 05003,1.0,Personal income (thousands of dollars),Thousands of dollars,688900,702960,721226,745874
424, 05003,2.0,Population (persons) 1/,Number of persons,20530,20311,20012,19657
425, 05003,3.0,Per capita personal income (dollars) 2/,Dollars,33556,34610,36040,37944
426, 05005,1.0,Personal income (thousands of dollars),Thousands of dollars,1427218,1478745,1522684,1582873
427, 05005,2.0,Population (persons) 1/,Number of persons,41131,41308,41624,41932
428, 05005,3.0,Per capita personal income (dollars) 2/,Dollars,34699,35798,36582,37749
429, 05007,1.0,Personal income (thousands of dollars),Thousands of dollars,21490197,22441267,25141681,25875643
430, 05007,2.0,Population (persons) 1/,Number of persons,259212,266585,272266,279141
431, 05007,3.0,Per capita personal income (dollars) 2/,Dollars,82906,84181,92342,92697
432, 05009,1.0,Personal income (thousands of dollars),Thousands of dollars,1242651,1278479,1331940,1363049
433, 05009,2.0,Population (persons) 1/,Number of persons,37259,37459,37385,37432
434, 05009,3.0,Per capita personal income (dollars) 2/,Dollars,33352,34130,35628,36414
435, 05011,1.0,Personal income (thousands of dollars),Thousands of dollars,394548,404535,421157,430310
436, 05011,2.0,Population (persons) 1/,Number of persons,10959,10813,10838,10763
437, 05011,3.0,Per capita personal income (dollars) 2/,Dollars,36002,37412,38859,39980
438, 05013,1.0,Personal income (thousands of dollars),Thousands of dollars,169136,172665,177855,185177
439, 05013,2.0,Population (persons) 1/,Number of persons,5143,5201,5227,5189
440, 05013,3.0,Per capita personal income (dollars) 2/,Dollars,32887,33198,34026,35686
441, 05015,1.0,Personal income (thousands of dollars),Thousands of dollars,854344,904819,934263,937127
442, 05015,2.0,Population (persons) 1/,Number of persons,27728,27865,28097,28380
443, 05015,3.0,Per capita personal income (dollars) 2/,Dollars,30812,32472,33251,33021
444, 05017,1.0,Personal income (thousands of dollars),Thousands of dollars,385819,390426,392626,408655
445, 05017,2.0,Population (persons) 1/,Number of persons,10899,10647,10442,10118
446, 05017,3.0,Per capita personal income (dollars) 2/,Dollars,35399,36670,37601,40389
447, 05019,1.0,Personal income (thousands of dollars),Thousands of dollars,748183,768428,789859,822088
448, 05019,2.0,Population (persons) 1/,Number of persons,22602,22184,22313,22320
449, 05019,3.0,Per capita personal income (dollars) 2/,Dollars,33103,34639,35399,36832
450, 05021,1.0,Personal income (thousands of dollars),Thousands of dollars,467969,511860,522601,530522
451, 05021,2.0,Population (persons) 1/,Number of persons,15060,14865,14763,14551
452, 05021,3.0,Per capita personal income (dollars) 2/,Dollars,31074,34434,35399,36459
453, 05023,1.0,Personal income (thousands of dollars),Thousands of dollars,886653,920450,943044,970400
454, 05023,2.0,Population (persons) 1/,Number of persons,25173,25059,24994,24919
455, 05023,3.0,Per capita personal income (dollars) 2/,Dollars,35222,36731,37731,38942
456, 05025,1.0,Personal income (thousands of dollars),Thousands of dollars,297056,312879,324555,317020
457, 05025,2.0,Population (persons) 1/,Number of persons,8245,8162,7995,7956
458, 05025,3.0,Per capita personal income (dollars) 2/,Dollars,36029,38334,40595,39847
459, 05027,1.0,Personal income (thousands of dollars),Thousands of dollars,828456,872047,861282,878606
460, 05027,2.0,Population (persons) 1/,Number of persons,24026,23695,23586,23457
461, 05027,3.0,Per capita personal income (dollars) 2/,Dollars,34482,36803,36517,37456
462, 05029,1.0,Personal income (thousands of dollars),Thousands of dollars,749957,767473,795800,810744
463, 05029,2.0,Population (persons) 1/,Number of persons,20874,20810,20825,20846
464, 05029,3.0,Per capita personal income (dollars) 2/,Dollars,35928,36880,38214,38892
465, 05031,1.0,Personal income (thousands of dollars),Thousands of dollars,3779548,3909332,4049912,4266405
466, 05031,2.0,Population (persons) 1/,Number of persons,105932,107188,108816,110332
467, 05031,3.0,Per capita personal income (dollars) 2/,Dollars,35679,36472,37218,38669
468, 05033,1.0,Personal income (thousands of dollars),Thousands of dollars,1945857,2006283,2067442,2144690
469, 05033,2.0,Population (persons) 1/,Number of persons,62263,62894,63379,63257
470, 05033,3.0,Per capita personal income (dollars) 2/,Dollars,31252,31899,32620,33904
471, 05035,1.0,Personal income (thousands of dollars),Thousands of dollars,1742861,1767526,1803389,1872223
472, 05035,2.0,Population (persons) 1/,Number of persons,49306,48716,48363,47955
473, 05035,3.0,Per capita personal income (dollars) 2/,Dollars,35348,36282,37289,39041
474, 05037,1.0,Personal income (thousands of dollars),Thousands of dollars,567152,600189,589731,635306
475, 05037,2.0,Population (persons) 1/,Number of persons,17025,16792,16630,16419
476, 05037,3.0,Per capita personal income (dollars) 2/,Dollars,33313,35743,35462,38693
477, 05039,1.0,Personal income (thousands of dollars),Thousands of dollars,237520,245349,249680,260038
478, 05039,2.0,Population (persons) 1/,Number of persons,7399,7307,7152,7009
479, 05039,3.0,Per capita personal income (dollars) 2/,Dollars,32102,33577,34911,37101
480, 05041,1.0,Personal income (thousands of dollars),Thousands of dollars,449391,440945,439005,465151
481, 05041,2.0,Population (persons) 1/,Number of persons,11905,11743,11507,11361
482, 05041,3.0,Per capita personal income (dollars) 2/,Dollars,37748,37550,38151,40943
483, 05043,1.0,Personal income (thousands of dollars),Thousands of dollars,639398,657778,665399,687621
484, 05043,2.0,Population (persons) 1/,Number of persons,18553,18370,18328,18219
485, 05043,3.0,Per capita personal income (dollars) 2/,Dollars,34463,35807,36305,37742
486, 05045,1.0,Personal income (thousands of dollars),Thousands of dollars,4332002,4497216,4717904,4907842
487, 05045,2.0,Population (persons) 1/,Number of persons,122206,123530,125138,126007
488, 05045,3.0,Per capita personal income (dollars) 2/,Dollars,35448,36406,37702,38949
489, 05047,1.0,Personal income (thousands of dollars),Thousands of dollars,552935,575979,589946,591749
490, 05047,2.0,Population (persons) 1/,Number of persons,17655,17809,17764,17715
491, 05047,3.0,Per capita personal income (dollars) 2/,Dollars,31319,32342,33210,33404
492, 05049,1.0,Personal income (thousands of dollars),Thousands of dollars,316698,327756,344688,362079
493, 05049,2.0,Population (persons) 1/,Number of persons,12099,12131,12308,12477
494, 05049,3.0,Per capita personal income (dollars) 2/,Dollars,26176,27018,28005,29020
495, 05051,1.0,Personal income (thousands of dollars),Thousands of dollars,3676878,3811049,3916903,4081660
496, 05051,2.0,Population (persons) 1/,Number of persons,98282,98327,98966,99386
497, 05051,3.0,Per capita personal income (dollars) 2/,Dollars,37412,38759,39578,41069
498, 05053,1.0,Personal income (thousands of dollars),Thousands of dollars,650921,669095,687202,713927
